"rating","fullContent"
2,"Llegamos al hotel con mis hijos y supuestamente tendríamos la habitación disponible, sin embargo en la recepción nos indicaron que aun no estaba lista así q tuvimos que esperar mas de una hora...al entrar en la habitación (una suite justo al lado de la piscina, es decir, de las mas caras!) sentimos mal olor del baño. Al intentar usarlo se desbordo un poco el agua del inodoro sucia, así que llame pidiendo q lo arreglen o nos den alguna habitación similar. Estuvieron intentado destapar el baño por mas de una hora y nos indicaron q no había nada mas disponible....una habitación de $130 dólares por noche y estaba en esas condiciones!! Tuvimos que permanecer ahí ya que ya había sacado las cosas de las maletas y no podía dejar la habitación sola. Obviamente reclame y me miraron como si fuera transparente y con decir ""lo siento"" consideraron resuelto el tema....en otros hoteles 5 estrellas el servicio al cliente es lo primordial, aunque sea nos hubieran regalado un refresco, pero nada...solo ""lo siento"" y con cara de ""señora no moleste""!! Perdimos casi toda la tarde esperando que limpien y arreglen el baño...un horror sobre todo con niños.... Luego el wifi no llegaba a la habitación, es muy débil la señal solo funciona en las áreas comunes. La piscina es bonita pero no hay ningún tipo de amenidad. Por ejemplo, en las noches deberían poner música en vivo para que sea menos muerto....tal vez organizar actividades participativas, como bingo, o juegos de mesa, que integre y mantenga ocupados a los huéspedes, especialmente a los niños, sobre todo en temporada donde el hotel está lleno, porque a parte de comer y beber (por cierto a precios demasiado caros comparados con el costo de vida de la ciudad y no de muy buena calidad) no hay nada mas que hacer...bueno, bañarse en la piscina....."
1,"Cuando llegue todo bien, buena atención, cuando entre a la suite empezó mi descontento, había una familia de arañas en las pared posterior del cuarto, llame para quejarme y me cambiaron de cuarto, todo estaba bien hasta que entre al baño, en mi vida había visto un alacrán y vi un bicho que salio detrás de la tasa del baño, y me puse a gritar, ni siquiera llegue a estar más de dos horas me salí y ni siquiera me devolvieron el importe, tuve que irme a un hotel de la ciudad a la pascana."
2,"Pedí una reserva por teléfono y cuando envié alguien a pagarla cambiaron la reserva a una más cara. Cuando reclamé personalmente desconocieron la conversación que yo había tenido por teléfono y la tarifa acordada. Finalmente de la diferencia (económica) me hice cargo yo.
La oferta del periódico del día a la habitación, jamas ocurrió.
El primer día tuve que pedir que repitieran el aseo del baño por deficiente.
Cuando solicité personal a la habitación (para arreglar la caja de caudales) o para repetir el aseo del baño. Estos entraban sin esperar que les autorizaras.
En resumen. Sin clase."
3,"La habitación era de un tamaño normal. Había gente con música fuerte a la madrugada en otras habitaciones y tuve que llamar varias veces a recepción hasta que llamaron para que guardaran silencio. El restaurante es correcto."
3,"El bar en el PentHouse estuvo muy bueno y agaradable la visita, los piqueos con poco sabor por lo demás el ambiente es bien bonito, muy formal y exclusivo, cómodo.
Buenos tragos y buena atención de las camareras"
3,"El hotel se encuentra ubicado en la zona de Equipetrol que es una zona residencia y donde muchas empresas tiene sus oficinas; por estar en la avenida San Martin, tiene cerca restaurantes y supermercados y esta a pocas cuadras del centro comercial Ventura Mall."
2,"El personal se veía que era nuevo y que no estaba capacitado para hacer varios cobros en una maquina POS de tarjetas de crédito o débito y tampoco sabia como realizar la factura debido a que habían varios cobros pequeños con tarjeta. Debido a eso tuvimos que esperar como media hora o más si no recuerdo para que nos den la factura. El lugar es muy bonito pero la atención deja mucho que desear. "
3,"Mi primera visita a Santa Cruz, un bonito hotel habitaciones comodas y modernas,servicio de taxi toda la noche , desayuno con gran variedad, respecto al personal tuve un buen recibimiento tanto en recepcion como en restaurante.
Lo negativo me ocurrió al salir una Srta de nombre Ximena al parecer le falta educación no tiene tacto para dirigirse. me atrase un poco en el check out y me lo hizo notar de muy mala manera indicándome su procedimiento al final yo termine pidiendo disculpas que desagradable momento ya que esos detalles arruinan los buenos momentos que pase al principio."
2,"Cuando fui era muy Nuevo todavía. Pedí una pasta de dientes, se olvidaron de traérmela, tuve que llamar por 2da vez y al rato largo me la alcanzaron, se ve que no tenían y tuvieron que salir a comprar. En el restaurante no había la mitad de los publicado en la carta, comí una hamburguesa horrible, de las peores que comi en mi vida. EL pan gomoso. El internet funcionaba muy mal. La habitación muy chica. No me gusto, no volvería."
3,"limpio, bien ubicado, servicios básicos como internet buenos. Para ir de negocios está muy bien. El gimnasio es precario y la comida podría ser mejor. un bar/restaurante con una vista increíble!. Definitivamente es una opción para estar en la ciudad."
3,"El hotel es nuevo y está en buena ubicación (zona empresarial de Equipetrol), relativamente cerca a todo.
Sus instalaciones son buenas pero solamente 2 ascensores pequeños no son suficientes aparte que en las habitaciones se escuchan los ruidos de las habitaciones contiguas.
Lo mejor es su piso 11 donde está el comedor y el bar. La vista de la ciudad es espléndida!"
2,"La wifi no funciona, el bar cierra a las 10 de la noche y no puedes ingresar alcohol, eso significa que solo puedes morir de sed. No hay aire acondicionado, los restaurantes que ofrece muchas veces están desabastecidos por lo que no puedes comer ahí. Decepcionante"
2,"Nos dejamos llevar por los buenos comentarios que leímos a cerca de Jodanga, ni bien llegamos nos atendió una recepcionista jetona y de mal humor. Para luego descubrir que nuestra habitación era cruzando la calle!! No era en el hostal si no en otro terreno a 30 metros del lugar en los cuales las habitaciones eran contenedores!!Que si bien pueden parecer ""ecológicos"" eran incómodos además que él contenedor que nos tocó olía a pegamento pvc! Como si recién lo hubiesen empapelado y el aire acondicionado estaba justo instalado arriba de nuestra cama y nos goteaba agua!! O sea que onda?
Hay que destacar que tiene una linda piscina con un buen bar y buenos tragos pero lo demás fue decepcionante. "
3,"Por supuesto se puede vivir aquí, pero generalmente no es nada especial.
Hay acceso a Internet y conexión wifi, que periódicamente se cortan.
Hay una lista de reglas que piden leer y firmar en tu llegada.
El personal trata de hacer lo mejor.
Pero el hecho de que los precios son demasiado altos es la principal desventaja de este hostal.
Perdone, pero por 80-90 boliviano en Santa Cruz, se puede encontrar una habitación y no solo comunales.
una piscina no convierte un mediocre hostal, en un hotel de cinco estrellas."
3,"reservamos por 2 noches(eramos 3 adultos y 3 menores de edad), la piscina es lo máximo, los cuartos son súper calientes, aunque haya un ventilador ruidoso la pasas mal.
El desayuno es súper pobre y las tipas que atienden son muy MUY POCO amables, es preferible ofrecer pocas cosas que ofrecerles diciendo que solo se debe tomar 5 pequeños pedacitos de cada fruta, y si no te gusta una pues te quedas sin nada, encima ni ganas da de preguntar mas cosas porque ellas te miran y te responden de una manera muy poco amigable. En la recepción si son amables, solo que cuando llegas debes de cancelar en el momento, nosotros debíamos quedarnos 2 noches pero cuando llegamos y vimos que no era un lugar adecuado para los niños y encima estaba lejos de todo y debíamos salir para samaipata e iba a ser difícil llegar a Santa cruz el mismo día, pedimos que por favor nos anulen una noche, pero nos dijeron que en el contrato estaba escrito todo, y el contrato no los dieron recién cuando llegamos, la chica se fue a "" consultar"" pero se demoro tanto, que bueno era obvio que no querían cancelar la noche, y al final hablando con mi esposo decidimos pagarla y evitarnos problemas, también preguntamos para hacer el tour de las lomas de arena e igual se demoraron mas de un día para darnos la respuesta. Al final tuvimos que pagar la habitación del segundo día para 6 personas sin dormir allá. Creo que un poco de entendimiento no les iría mal. Pero ellos piensan mas en obtener mas dinero.

En resumen, aun si fuese mochilera. me buscaría otro lugar, porque no basta con una piscina para que uno se quede allá, con el ruido del aire acondicionado, la bulla de la gente que por tanta calor se baña hasta mas tarde de la media noche o en la madrugada, las sabanas sucias, con sangre y cabellos en el suelo y encima para empezar mal tu dia con la poca amabilidad de las señoras que atienden en la cocina. que decepción!"
2,"La ubicación es excelente para quien debe pernoctar en Santa Cruz por combinaciones aéreas, pero la necesaria amabilidad y capacitación del personal a cargo para un hotel de esa categoría, deja mucho que desear. Por las características que es un hotel a lado del aeropuerto, el desayuno debería ser desde muy temprano y para todos los huéspedes, resulta que sí es desde muy temprano pero solo para el personal de a bordo de ciertas lineas aéreas, el resto solo puede acceder a partir del horario normal."
3,"Escogí este hotel por la cercanía al aeropuerto ya que mi vuelo salia muy temprano en la mañana y yo llegué a Santa Cruz en la noche. Costo-beneficio ($100) de ir hasta el centro y tiempo no valía la pena, además ofrecen servicio de transfer ida-vuelta al aeropuerto (5min) y desayuno incluido.

La Habitación cómoda, amplia, limpia, sin embargo no considero sea una hotel 5 estrellas, conozco otros hoteles por igual o menor costo en el Centro de Santa Cruz con muchísima mejor infraestructura y servicio. Por el precio esperé más. El Sauna Seco no funcionaba, el Jacuzzi demoró mas de 45min en llenarse y el agua no estaba caliente, poco menos que tibia.

El nivel de servicio al check-in muy bueno al inicio, la atención muy cordial. Al check-out pésimo, cero cordialidad, al parecer el señor de turno no estaba con muchas ganas de trabajar.

Si buscan cercanía al aeropuerto, solo por ello considero es una buena opción, si buscan relajarse y espacios para ello, hay mejores opciones en la Ciudad.

Gracias.
"
3,"El hotel a primera vista se ve moderno y elegante, situación que llega también al lobby, sin embargo a momento de irnos a las habitaciones resulta increíble que un hotel que se promociona como resort no cuente con al menos un ascensor (tiene tres pisos de habitaciones, y se debe considerar que estábamos con maletas e incluso una carreola de bebe); las habitaciones son espaciosas y bastante cómodas, con vista a la piscina que sin duda es el punto alto del hotel; los baños carecen de tinas otro aspecto negativo.
El frigobar estaba vacío, aspecto que nos extraño y solicitamos a recepción por esto, informándonos que se debe solicitar insumos para el mismo, aspecto que cumplimos pero nunca (en nuestros 5 días de estadía fue cumplido).
Camino a la piscina claramente se lee un letrero ""área para niños"" sin embargo nunca encontramos ni un resbalin ni un triste columpio en ninguna parte otro aspecto que claramente afecta a familias que van con niños pequeños.
Finalmente algo que nos pareció increíble es que nuestro paquete (time sharing - interval) no incluía desayuno..... y jamas fuimos informados al respecto.
Claramente el hotel salva por su infraestructura que de todas formas resulta incompleta y la atención en general es mala a regular, debe mejorar en equipamiento, limpieza y atención en general"
2,"Elegimos ese hotel porque está muy cerca del aeropuerto y solo íbamos a hacer noche para esperar al siguiente vuelo. Tienen servicio gratuito de trasporte aeropuerto-hotel-aeropuerto, lo cuál está muy bien. Las habitaciones son amplias y la piscina tiene buena pinta. Pero nada más.
Para empezar no tiene ascensor!!! Íbamos con las maletas y nuestro bebé con su sillita y todo hay que subirlo por las escaleras.
El hotel me dijeron que es muy nuevo, pero parece viejísimo. Está muy mal conservado. Hubo como media hora por la mañana que no había agua en las habitaciones, así que no te podías ni lavar en ése momento. Y no se dignaron a avisar, tuve que llamar yo a recepción a ver qué pasaba.
El bufett del desayuno es bastante corriente, indigno de un hotel 5 estrellas.
Si va a pasar una noche y ya puede pasar, pero si va a quedarse varios días, busque otro"
2,"No es hotel 5 estrellas, lo único bueno las habitaciones y piscina, pésima atención de los empleados, mala la comida y trato en el restaurante. Cuidado observen detenidamente el ticket de pago suelen cobrar de más , hacen la anulación del mismo y la sorpresa la tienes cuando llega el resumen de tarjeta que te cobraron dos veces."
3,"Excelente ubicacion justo enfrente al aeropuerto.

Las instalaciones son prolijas y grandes. La habiatacion es grande y luminosa, pero le falta algo de ambientacion, mi habitacion no tenia sillon ni ningun mueble de descanso mas alla de la cama.

La atención del personal es bastante vaga, la recepción es básica igual que la atención del restauran,

Dan traslados de cortesía al aeropuerto aunque uno de los chóferes me cobro el traslado y tuve que denunciarlo ante los supervisores"
1,"Viajo habitualmente a Santa Cruz de la Sierra, pero es mi primera (y última vez) en este hotel.
A mi llegada hacía 34°C de temperatura y el hotel no tenía aire acondicionado en lobby. No hay ascensor.
La carta del restaurante es muy limitada. La cocina horrible, quise cenar unos sencillos fideos con pesto que estaban crudos y sumamente salados. Después de la cena, mientras hablaba con otro huésped, nos apagaron las luces porque tenían que cerrar. Increíble.
El transfer del hotel en el aeropuerto me dejó de a pié, a pesar de ser el primero para subir, porque los pilotos de una línea tenían ""prioridad"".
Mi habitación no fue arreglada, encontrándola por la noche en el mismo estado como la había dejado por la mañana muy temprano. Tiene minibar pero sin nada dentro.
La edificación es de 5 estrellas, el servicio no llega a 2.
No volveré."
2,"el hotel es hermoso nuevo, espacios amplios, piscina hermosa, la calidad de la limpieza malísima, la atención espantosa, los cuartos son amplios, enormes, el hotel esta nuevo. lejos del centro. le falta calidez humana."
2,"Las habitaciones y pileta muy buenas, cómodas, pero las comidas y el servicio malísima, el desayuno flojo, he viajado en familia y con mis dos hijos.....me entregan la gaseosa (linea coca cola) caliente, demoran en atender y traer la comida, mas cuando hay niños que están hambrientos.....no tienen ascensor, ni rampa, ese día viajaban otra flia con un discapacitado lo cual bajaban y subían alzando la silla de rueda.
La combi que nos buscaban al aeropuerto, también con demoras....nos tuvimos que irnos en 2 taxis (eramos 6 y mas los equipajes).
En fin ese hotel es recomendable para estadía corta como para tomar otros vuelos en pocas horas o al día siguiente, no más de eso.
Mejoren la gastronomía.....pareciera que no es el fuerte del Hotel. No es 5 estrellas, califico 3 estrellas."
3,"Atención excelente del personal excepto del chef. muy prepotente y la comida es horrible.estadía solo si estás al paso. Scz es una bella ciudad como para no disfrutarla quedándose tan lejos. Lindas habitaciones pero no es un hotel 5* no tiene ni ascensor"
3,"Es un hotel 3 estrellas, qu esta cerca del aeropuerto, sirve para dormri sin tener que ir hasta la ciudad y nada mas, para safar y no quedarse ahi varado en el aeropuerto. La comida es regular a mala, las habitaciones son buenas."
3,"Lo mejor del hotel: Las habitaciones, muy amplias, confortables, luminosas y con excelentes vistas. También es muy buena la pileta, el gimnasio y el spa. Pero está muy lejos del centro lo cual hace que no sea práctico dejar el hotel. Si bien el desayuno es bueno, el restaurante tiene mucho que mejorar. Otro problema serio es que para personas mayores o con problemas de motricidad no hay ascensores y son muchas las escaleras a bajar, incluso desde el lobby hay que bajar un piso para llegar al restaurante y la pileta. RESUMEN: Le sobran estrellas. Excelente hotel de paso si se está en tránsito entre vuelos. Ideal para pasar el día, disfrutar de la pileta y amenities. Pero ni se le ocurra elegirlo como destino en si mismo. Averiguar por media tarifa cuando no se está todo el día. Realmente es muy bueno reponer energías entre viajes largos y de este modo no sale tan caro."
3,"Estuve 1 noche de transito en mi regreso a casa. El hotel es muy lindo, habitaciones muy lindas y espaciosas, una piscina muy linda y el edificio también muy lindo.
Me fueron a buscar al aeropuerto según lo acordado, pero cuando llegue al hotel no tenían quien me lleve las maletas a las habitaciones.
El desayuno lindo, pero poca variedad para un 5 estrellas.
La relación precio calidad de media para abajo.
Muy buena ubicación para transito aéreo. Esta al lado del aeropuerto."
1,"Tardaron más que 4 horas en entregarnos nuestros cuartetos. Estuvimos esperando en el Lobby hasta la media noche. Me parece que tienen un problema con su sistema de Reservaciones."
3,"bonito lugar para descansar, a cómodo precio cuando vayan a Santa Cruz, volvería a llegar allí.
Las habitaciones son iluminadas y brindan un descanso placentero y la atención del personal es buena, recomendable."
2,"Fue una mala experiencia desde el principio: mi reserva no estaba registrada, a pesar de haber sido confirmada por el mismo hotel 2 días antes; por supuesto tampoco estaba el transfer del Aeropuerto. El frigobar de la habitación está cerrado con llave (?). A mi llegada solicité por teléfono a la recepción para que lo abrieran y nunca enviaron a nadie. Al intentar reclamar, nadie respondió el teléfono... Lo reclamé a la mañana siguiente y cuando regresé a la noche seguía cerrado !. Las toallas son de mala calidad, están bien para un hotel de 3*, pero no para uno de 5, como dicen es éste. Además el segundo día se olvidaron de reponerlas y luego de 20 minutos y varios reclamos, finalmente las trajeron. el desayuno es bastante bueno, pero le faltan alimentos de calidad. En resumen, le sobran algunas estrellas en el servicio y la atención (no en el precio). No volvería."
1,"A mi este hotel no me gusta para nada. esta lejísimos del centro y la atención es la peor que he recibido en todos los hoteles en los que me he hospedado en América.
Si lo que buscan es pasar una noche para agarrar un vuelo al día siguiente puede ser una opción, pero si están buscando es otra cosa no se lo recomendaría ni a mi peor enemigo."
3,"El hotel es bonito, con muy buenas dimensiones de las habitaciones, una hermosa piscina atemperada y servicio de tranfer in/out al aeropuerto. El wifi es gratis, la atención del personal de restaurante muy cordial. El desayuno es muy completo y fresco. Es una excelente opción para descansar unos días si estas de paso por santa cruz."
2,"Fui al plan de fin de semana, los productos del Frigobar se encontraban vencidos.

En el desayuno no tenían tocino, el almuerzo fue bueno pero venia incluido en el paquete de Fin de semana y nos quisieron cobrar demoraron 20 min en arreglar el problema. Tienen solo dos sillas para bebes tuvimos que esperar 20 min para que mi bebe se pueda centar.

La piscina es muy peligrosa para los niños por el intento de piscina sin fin dejando un hueco con fierros, el Deck quema los pies, tuvimos que pedir 3 veces para que nos pongan los almohadones de las reposeras.

Muy flexibles con el Late Check-Out."
3,"Previamente hice una reservación del 26 al 30 de octubre, y pedí que me enviaran un taxi a recogerme del aeropuerto, viajando por primera vez a la ciudad de Santa Cruz de Bolivia, nunca me enviaron el taxi a pesar de que les indique que yo lo pagaría si era necesario. Y cuando llegue al counter el Sr. Jorge , desconocía que había pedido el taxi y mas aún la reservación de una habitación , siendo las 3 am no tuve otra opción que ""aguantar"" el mal servicio de atención , y en regañadientes me dieron la habitación. La misma que no funcionaba el aire acondicionado, no tenia luz en la puerta de ingreso, siendo mal atendida en todo aspecto. Si piensan viajar a esta ciudad, piénselo dos veces porque esta alejado del centro, y no hay forma alguna de movilizarse alrededor, salvo con alquilar un auto o usar un taxi. Nunca mas pisaría este hotel, ni con invitación."
3,"Me gusta la atención del personal, sin embargo todavía tiene algunas falencias, algunas cosas que faltan en las habitaciones como plancha o el set de costura que me hizo falta. El hotel queda un poco lejos y deberían habilitar el estacionamiento para los huéspedes. El servicio de comida muy bueno"
2,"Hola... para ser la primera vez que visito este hotel me parecieron buenas las habitaciones pero la comida, la comida me destrozo el estomago re mal los baños son lindos también :( :( lastima que el wifi no llega bien ahi"
2,"Durante mi visita, que fue un par de días tuve problemas por la zona en la que se encuentra, no conseguí muchas opciones para comer, le falta todavía rapidez para ayudar al pasajero sobre todo cuando se solicitan servicios adicionales como limpieza de ropa o planchado."
3,"Buen hotel lindas habitaciones, cómodas, amplias y acogedoras, destaco el personal de garzoneria y buffet ( roman y alexandra) muy atentos con todos los pasajeros. Observaciones estuvimos dos dias solicitando una plancha, siempre estaban ocupadas deberían haber en todas las habitaciones al igual que set de costura ya que al ser un hotel de mayormente de negocios y ejecutivos son elementos importantes a la hora de la presentación.
Otra observación es que en una oportunidad no hicieron la habitación, volvimos de nuestro paseo y las camas estaban desordenadas por lo que tuvimos que hacerla nosotros y por ultimo las mucamas al parecer no limpian debajo de las camas ya que al momento de llegar al hotel observe que bajo estas estaba sucio y lleno de polvo y pelusas. Mis felicitaciones al personal de cocina, bar y garzones excelente atención y comida."
3,"Lindo lugar, personal muy amable y servicial, todavía tienen falencias en el servicio, pero es normal cuando uno empieza, de seguro volveré, sugiero pongan un servicio de estacionamiento para huéspedes "
2,"Visite el restaurante por el día de la madres, buena atención pero la comida del restaurante deja mucho que desear, el ""buffet"" son solo ensaladas y carne a la parrilla
Olvidaron agregar 2 silla a mí reserva y los meseros muy amablemente buscaron como solucionarlo pero no de la manera más cómoda"
3,"El hotel se ve bien y moderno. Bonita habitación pero no muy grande. La limpieza el primer día bien, pero falto los dias posteriores... de hecho el segundo día nos dejaron menos toallas. La atención de parte del personal bien pero muy dispar... el día que llegamos con mi esposo e hija no nos ofrecieron ni un vaso de agua, en cambio cada vez que pasábamos por recepción veíamos llegar a nuevos huéspedes a los que ofrecían tragos y demás. No se si se les olvido o que. La atención de parte de los meseros estuvo ok... menos el primer día que fuimos a almorzar y el señor que nos atendió con suerte nos dio bola porqué estaba pendiente de otros por lo que no nos llevo ni siquiera unas cervezas que le pedimos. Mal. Solo le importaba la propina. No asi las personas que estaban a cargo a la hora de la cena esa semana del 8 de mayo. Excelente su atención. Debo destacar también, las niñas de la cocina que estaban en los desayunos... excelentes!! Muy amorosas y atentas. Ambas.
Por otra parte, la lejanía del hotel al centro, hace difícil la movilización y afuera del hotel hay unos taxis que cobran casi el doble a uno normal por lo que sale mucho mas caro moverse y es imposible caminar hacia al hotel porque no hay veredas habilitadas para hacerlo. "
1,"Fuimos al buffet dominical y como persona vegetariana, el almuerzo fue huevos fritos con arroz, más caros del mundo que puede comer.
Si quieren comer cosas enlatadas, van a encontrar: choclo, alcachofa, champiñones... no conocen lo natural en su restaurante (parece que es muy caro).
Primero en el área de bufet me dicen que la opción vegetariana son unos tomates y un ravioli con salsa 4 quesos. Para mi sorpresa los raviolis eran de carne. (Lo que demuestra el gran conocimiento de lo que es ""vegetariano"", osea nulo).
Por lo tanto para no arriesgarme pedí 2 huevos fritos y porción de arroz, que por suerte entendieron bien.
Les dije que son el único hotel 5 estrellas en Bolivia que no tienen opción vegetariana.
Ojalá que en unos años más puedan contratar personal al menos de nivel técnico con conocimiento de lo que ""es y no es vegetariano"" en su cocina.
Al hotel le falta mucho para estar al nivel de los hoteles 5 estrellas de Santa Cruz. Ojalá que en algunos años más lo puedan alcanzar. "
1,"Si bien la estructura del edificio es muy bonita, las habitaciones son amplias y confortables, el servicio recibido ha sido pésimo.
El Hotel se había inaugurado el martes, yo fui el sábado de la misma semana.
Pido un transporte del Aeropuerto al Hotel, nunca llegó. Lo habían olvidado
Me dan una habitación, cuyo inodoro tenía papeles de otro pasajero, adhesivos, etc.
Ese día, arreglan el baño, pero el piso no lo lavan.
Segundo día, tomo un masaje, y me dejan toda inflamada la espalda, de tal forma que han tenido que usar una crema para bajar la inflamación cutánea y compresas de calor, no me podía mover.
El baño, de este día nuevamente no cumple con los estándares de limpieza, seguían las manchas de los zapatos en el piso. .
Desde que llegué fuera de la habitación habían unas manchas que luego de 3 días seguían las mismas manchas... eso que era nuevo.
Este hotel tiene un costo de USD 160 la noche, pero nunca más vuelvo, porque la limpieza deja mucho que desear.
Los taxis no tienen una tarifa única, en el hotel te dan un precio, algunos la respetan y otros te cobran el 50% adicional, para el mismo trayecto.
Le dejé una carta al Gerente con mis datos, para que mejore el Sistema de Limpieza y Supervisión, pero jamás hubo una nota de disculpa por la pésima atención recibida."
2,"Un buen lugar para ver la ciudad, no lo recomiendo como punto obligado debido a lo descuidado que esta y sobre todo la zona, no es recomendable ir muy tarde por la cantidad de drogadictos que hay en la zona y la falta de seguridad."
3,"Subir el mismo Cristo te llena de emociones, pero tenía ciertas deficiencias. Descuido de sus alrededores yo diría."
2,"Visitar el Cristo de la Concordia debe ser una de las primeras ideas que se nos vienen a la mente al conocer Cochabamba, pero hace ya varias gestiones que este lugar se descuido mucho en temas de imagen y sobre todo en seguridad."
1,"A pesar de ser el monumento dedicado a Cristo más alto del mundo, si, efectivamente, más alto que El Corcovado de Río de Janeiro, el Cristo de la Concordia que se yergue en la serranía de San Pedro se encuentra abandonado.
Lamentablemente la base sirve como baño público. Las gradas de ascenso están completamente deterioradas (que es una de las vías de acceso) y la otra vía pasa por un barrio que es considerado como muy peligroso por la noche.
Debido a ello no se permite la entrada al Cristo después de la puesta del sol."
3,"Es una obra monumental. Requirió del trabajo de dos grandes artistas cochabambinos para su desarrollo y finalización. Incluso uno de ellos, no llego a ver la obra terminada. Es hermosa, de lineas finas, alzada elegante, proporción casi perfecta. Que la afea?
El descuido de las autoridades que deberían tener en cuenta el tema servicios. Higiénicos, de alimentación, de deshecho de basura. Temas lamentablemente descuidados. No hay seguridad física ni policial."
2,"El teleférico no funcionaba, entonces subes en taxi que te cobra tanto la subida como la bajada. Ya arriba muy descuidado y por no decir abandonado. Buena vista a la ciudad pero muy contaminada."
2,"La visita es recomendable, sólo hay que tener en cuenta que ante un inconveniente la respuesta del personal es desastrosa. Nosotros perdimos un ticket pero teníamos la factura de la compra de los boletos, la solución que dieron los responsables (que se presentaron como funcionarios públicos) fue que compráramos un nuevo ticket. Mi punto no es el valor del ticket si no el maltrato al que fuimos sometidos. Si este lugar es una atracción turística internacional les sugerimos que el personal asignado entienda que estan al servicio del cliente TURISTAS que pagan para realizar esta visita y si son funcionarios públicos hasta su salario!!!!!!!!!!! El horario de 11 a 14hs, no abren a las 10hs como indican. Para subir al Cristo es hasta las 12hs y por TODO te cobran!!!!!!"
2,"Pues no es la gran cosa, seria bueno si se pudieran hacer mas cosas alla arriba pues es un gran monumento. Pero lamentablemente es solo subir y ver desde sus pies y ya"
3,"La ubicación y el trato del personal excelente. La habitación está bien equipada, le faltan cortinas que aíslen mejor del calor y la luz, especialmente en la puerta de ingreso a la terraza. No es muy cómodo que no tenga ascensor especialmente si estas en el 4° piso. El Internet es demasiado lento. No me informe adecuadamente y no sabía q el desayuno debía coordinarlo con anticipación, así que no me alcanzó el tiempo para desayunar. El precio es muy bueno."
3,"La ventaja es la privacidad de un departamento, todo en perfecto estado. Para mejorar, el desayuno es malo por lo q lo cobran. Tampoco tiene restaurante o algo mínimo para cenar. Si pedís te mandan a buscar la comida con sus taxis súper caros, el envío termina saliendo más caro que la comida."
3,"Los aparts son bastante cómodos y amplios, aunque hacia mucho frio y no habían mantas extras para poder abrigarse. No hay ascensor y yo estaba en el cuarto piso. Algo positivo es que esta muy bien ubicado, céntrico y a la vez cerca del aeropuerto."
1,"Hubo un error en las reservas por parte de mi empresa y me echaron como a un perro. Aún cuando el recepcionista me aseguró, la noche anterior, que todo estaba en orden. Ya me he alojado anteriormente y sobre la hora de salida te acosan para que te apures a salir. Es un garrón tener que alojarme acá.

Las instalaciones son decentes pero la atención arruina todo"
2,"No lo recomiendo para que se hospeden en el.
El internet no sirve, es malo que una sopa helada.
Se cae cada 5 minutos, a pesar de que lo reporté a la recepción no hicieron nada.
Tampoco hay servicio de lavandería.
Esta en una zona residencial, alejado de lugares de comida.

Es mejor que busquen otras opciones, aunque paguen un poquito mas."
3,"El hotel es bello, tiene una buena ubicación y espacios amplios.
Pero la manutención deja mucho que desear y el aseo diario también.
En algunas habitaciones no funciona el aire acondicionado y hay artículos de baño dañados.
Por lo demás es muy cómodo y buena atención. "
3,"Tuvo que ser un gran hotel , pero en estos momentos demasiadas estrellas,habitaciones espaciosas pero el baño principalmente así como los armarios necesitan una reforma urgente, el gimnasio la mitad de las máquinas no funcionan por dejadez,la sauna mejor no entrar en el bloque dos un ascensor no funciona y tiene aspecto de llevar mucho tiempo así ,en fin una pena porque los jardines piscina comedor son muy bonitos"
3,"Es un hotel que necesita una refacción general. En todo aspecto. Las habitaciones son amplias pero las puertas no cierran bien, la grifería no está conservada, los colchones merecen un cambio, controlar zancudos y olor a moho.
Un café cuesta 20 Bs y un plato alrededor de 100 Bs.
Hay servicio de alimentos las 24 horas.
Hay servicio de taxi.
centro de negocios con una computadora.
El wifi es regular.
Hay TV cable.
El bellboy Fernando el particular ha sido muy servicial. En recepción buen trato.
Los desayunos son aceptables. "
2,"Seguramente fue un buen hotel en su época, falta actualizarse o bien modernizarse para cumplir las exigencias actuales. Las habitaciones deprimentes y presentaron molestos ruidos por viejos aparatos de acondicionamiento. Lo más rescatable los desayunos."
3,"Es un hotel que según tengo entendido es uno de lo mejores, pero ha debido tener épocas mejores. Se ve un hotel bonito pero las cosas hay que remodelaras.
El personal es muy servicial y atento, pero eso no es todo lo necesario para que sea una buena estancia.
Las habitaciones son excesivamente grandes, no se precisa tanto espacio, la cama es cómoda, pero el baño para nada es higiénico, se ve viejo, y hasta poco limpio, o quizás debido a lo antiguo y usado que está por mucho que lo limpien ya no da sensación de higiene.
La mesa de la sala tiene un vidrio que para los que trabajamos con ordenadores portátiles y ratones ópticos, no puede apoyar por que no funciona. Las ventanas no sellan y el sonido de la piscina es constante. El minibar es muy básico, a pesar que nunca uso ningún minibar, me encontré con botella de agua rellenada.
El restaurarte está bien pero el desayuno es muy escaso, no es un desayuno muy elaborado es como simple y propuesto para salir del paso.
he estado dos veces y esta segunda la wifi funciona mejor pero es un caos con diferentes wifi para cada zona donde estés. es una locura.
El elevador ya pide cambio, se sube más rápido por la escalera que usando elevador.
En fin, tienen que mejorar muchas cosas y seguiría volviendo, pero si se siguen dejando perderán clientes."
